episode,step,state,action,next_state,reward,path_feature,denormalized_path_feature,path_features,denormalized_path_features
50,21,174,0,159,-0.07248497009277344,"[-0.8367347121238708, -0.8896886110305786, -1.0, -0.8399999737739563, -1.0, -1.0, -1.0, -1.0, -0.8461538553237915, -1.0, -0.8333333134651184, -1.0]","[4, 174, 0, 2, 0, 0, 0, 0, 1, 0, 2, 1]","[-0.8367347  -0.8896886  -1.         -0.84       -1.         -1.
 -1.         -1.         -0.84615386 -1.         -0.8333333  -1.        ]",[  4 174   0   2   0   0   0   0   1   0   2   1]
50,22,159,0,167,-0.009251594543457031,"[-0.8775510191917419, -0.9211845397949219, -1.0, -0.8399999737739563, -1.0, -1.0, -1.0, -1.0, -0.8461538553237915, -1.0, -0.9166666865348816, -1.0]","[3, 125, 0, 2, 0, 0, 0, 0, 1, 0, 1, 1]","[-0.877551   -0.92118454 -1.         -0.84       -1.         -1.
 -1.         -1.         -0.84615386 -1.         -0.9166667  -1.        ]",[  3 125   0   2   0   0   0   0   1   0   1   1]
50,23,167,1,166,-0.033432457596063614,"[-0.918367326259613, -0.9347056746482849, -1.0, -0.9200000166893005, -1.0, -1.0, -1.0, -1.0, -0.8461538553237915, -1.0, -1.0, -1.0]","[2, 103, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.9183673  -0.9347057  -1.         -0.92       -1.         -1.
 -1.         -1.         -0.84615386 -1.         -1.         -1.        ]",[  2 103   0   1   0   0   0   0   1   0   0   1]
50,24,166,1,391,0.7297205924987793,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.],[0 0 0 0 0 0 0 0 0 0 0 1]
51,0,395,0,7,-0.7420428991317749,"[-0.22448979318141937, -0.5123392343521118, -1.0, -0.9200000166893005, -1.0, -1.0, -0.21212121844291687, -1.0, -1.0, -1.0, -0.5833333134651184, -1.0]","[19, 771, 0, 1, 0, 0, 13, 0, 0, 0, 5, 1]","[-0.2244898  -0.51233923 -1.         -0.92       -1.         -1.
 -0.21212122 -1.         -1.         -1.         -0.5833333  -1.        ]",[ 19 771   0   1   0   0  13   0   0   0   5   1]
51,1,7,0,340,-0.6234607696533203,"[-0.26530611515045166, -0.5337977409362793, -1.0, -0.9200000166893005, -1.0, -1.0, -0.21212121844291687, -1.0, -1.0, -1.0, -0.6666666865348816, -1.0]","[18, 737, 0, 1, 0, 0, 13, 0, 0, 0, 4, 1]","[-0.26530612 -0.53379774 -1.         -0.92       -1.         -1.
 -0.21212122 -1.         -1.         -1.         -0.6666667  -1.        ]",[ 18 737   0   1   0   0  13   0   0   0   4   1]
51,2,340,0,27,-0.6222372055053711,"[-0.30612245202064514, -0.566125214099884, -1.0, -0.9200000166893005, -1.0, -1.0, -0.21212121844291687, -1.0, -1.0, -1.0, -0.75, -1.0]","[17, 686, 0, 1, 0, 0, 13, 0, 0, 0, 3, 1]","[-0.30612245 -0.5661252  -1.         -0.92       -1.         -1.
 -0.21212122 -1.         -1.         -1.         -0.75       -1.        ]",[ 17 686   0   1   0   0  13   0   0   0   3   1]
51,3,27,0,72,-0.04996061325073242,"[-0.3469387888908386, -0.5956223011016846, -1.0, -0.9200000166893005, -1.0, -1.0, -0.21212121844291687, -1.0, -1.0, -1.0, -0.8333333134651184, -1.0]","[16, 639, 0, 1, 0, 0, 13, 0, 0, 0, 2, 1]","[-0.3469388  -0.5956223  -1.         -0.92       -1.         -1.
 -0.21212122 -1.         -1.         -1.         -0.8333333  -1.        ]",[ 16 639   0   1   0   0  13   0   0   0   2   1]
51,4,72,0,409,-0.4798240661621094,"[-0.3877550959587097, -0.6116855144500732, -1.0, -0.9200000166893005, -1.0, -1.0, -0.21212121844291687, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[15, 614, 0, 1, 0, 0, 13, 0, 0, 0, 1, 1]","[-0.3877551  -0.6116855  -1.         -0.92       -1.         -1.
 -0.21212122 -1.         -1.         -1.         -0.9166667  -1.        ]",[ 15 614   0   1   0   0  13   0   0   0   1   1]
51,5,409,0,365,-1.5634582042694092,"[-0.4285714328289032, -0.6358599662780762, -1.0, -0.9200000166893005, -1.0, -1.0, -0.27272728085517883, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[14, 576, 0, 1, 0, 0, 12, 0, 0, 0, 1, 1]","[-0.42857143 -0.63585997 -1.         -0.92       -1.         -1.
 -0.27272728 -1.         -1.         -1.         -0.9166667  -1.        ]",[ 14 576   0   1   0   0  12   0   0   0   1   1]
51,6,365,0,362,-0.0879458412528038,"[-0.4693877696990967, -0.6406829953193665, -1.0, -0.9200000166893005, -1.0, -1.0, -0.3333333432674408, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[13, 568, 0, 1, 0, 0, 11, 0, 0, 0, 1, 1]","[-0.46938777 -0.640683   -1.         -0.92       -1.         -1.
 -0.33333334 -1.         -1.         -1.         -0.9166667  -1.        ]",[ 13 568   0   1   0   0  11   0   0   0   1   1]
51,7,362,0,358,-0.14815330505371094,"[-0.5102040767669678, -0.6551982164382935, -1.0, -0.9200000166893005, -1.0, -1.0, -0.39393940567970276, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[12, 545, 0, 1, 0, 0, 10, 0, 0, 0, 1, 1]","[-0.5102041 -0.6551982 -1.        -0.92      -1.        -1.
 -0.3939394 -1.        -1.        -1.        -0.9166667 -1.       ]",[ 12 545   0   1   0   0  10   0   0   0   1   1]
51,8,358,0,380,-0.12312747538089752,"[-0.5510203838348389, -0.666165828704834, -1.0, -0.9200000166893005, -1.0, -1.0, -0.4545454680919647, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[11, 528, 0, 1, 0, 0, 9, 0, 0, 0, 1, 1]","[-0.5510204  -0.6661658  -1.         -0.92       -1.         -1.
 -0.45454547 -1.         -1.         -1.         -0.9166667  -1.        ]",[ 11 528   0   1   0   0   9   0   0   0   1   1]
51,9,380,0,377,0.02598673291504383,"[-0.5918367505073547, -0.6728618741035461, -1.0, -0.9200000166893005, -1.0, -1.0, -0.5151515007019043, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[10, 517, 0, 1, 0, 0, 8, 0, 0, 0, 1, 1]","[-0.59183675 -0.6728619  -1.         -0.92       -1.         -1.
 -0.5151515  -1.         -1.         -1.         -0.9166667  -1.        ]",[ 10 517   0   1   0   0   8   0   0   0   1   1]
51,10,377,0,42,-0.16897371411323547,"[-0.6326530575752258, -0.7015798687934875, -1.0, -0.9200000166893005, -1.0, -1.0, -0.5757575631141663, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[9, 472, 0, 1, 0, 0, 7, 0, 0, 0, 1, 1]","[-0.63265306 -0.70157987 -1.         -0.92       -1.         -1.
 -0.57575756 -1.         -1.         -1.         -0.9166667  -1.        ]",[  9 472   0   1   0   0   7   0   0   0   1   1]
51,11,42,0,47,-0.16702055931091309,"[-0.6734693646430969, -0.7231800556182861, -1.0, -0.9200000166893005, -1.0, -1.0, -0.6363636255264282, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[8, 438, 0, 1, 0, 0, 6, 0, 0, 0, 1, 1]","[-0.67346936 -0.72318006 -1.         -0.92       -1.         -1.
 -0.6363636  -1.         -1.         -1.         -0.9166667  -1.        ]",[  8 438   0   1   0   0   6   0   0   0   1   1]
51,12,47,0,355,-0.15274429321289062,"[-0.7142857313156128, -0.7408557534217834, -1.0, -0.9200000166893005, -1.0, -1.0, -0.6969696879386902, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[7, 410, 0, 1, 0, 0, 5, 0, 0, 0, 1, 1]","[-0.71428573 -0.74085575 -1.         -0.92       -1.         -1.
 -0.6969697  -1.         -1.         -1.         -0.9166667  -1.        ]",[  7 410   0   1   0   0   5   0   0   0   1   1]
51,13,355,0,19,0.2231297492980957,"[-0.7551020383834839, -0.8028560876846313, -1.0, -0.9200000166893005, -1.0, -1.0, -0.7575757503509521, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[6, 312, 0, 1, 0, 0, 4, 0, 0, 0, 1, 1]","[-0.75510204 -0.8028561  -1.         -0.92       -1.         -1.
 -0.75757575 -1.         -1.         -1.         -0.9166667  -1.        ]",[  6 312   0   1   0   0   4   0   0   0   1   1]
51,14,19,0,24,-0.09358380734920502,"[-0.795918345451355, -0.8291584849357605, -1.0, -0.9200000166893005, -1.0, -1.0, -0.8181818127632141, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[5, 270, 0, 1, 0, 0, 3, 0, 0, 0, 1, 1]","[-0.79591835 -0.8291585  -1.         -0.92       -1.         -1.
 -0.8181818  -1.         -1.         -1.         -0.9166667  -1.        ]",[  5 270   0   1   0   0   3   0   0   0   1   1]
51,15,24,0,349,-0.45577186346054077,"[-0.8367347121238708, -0.886879026889801, -1.0, -0.9200000166893005, -1.0, -1.0, -0.8787878751754761, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[4, 179, 0, 1, 0, 0, 2, 0, 0, 0, 1, 1]","[-0.8367347 -0.886879  -1.        -0.92      -1.        -1.
 -0.8787879 -1.        -1.        -1.        -0.9166667 -1.       ]",[  4 179   0   1   0   0   2   0   0   0   1   1]
51,16,349,0,313,0.011702388525009155,"[-0.8775510191917419, -0.9108511805534363, -1.0, -0.9200000166893005, -1.0, -1.0, -0.939393937587738, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[3, 141, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]","[-0.877551   -0.9108512  -1.         -0.92       -1.         -1.
 -0.93939394 -1.         -1.         -1.         -0.9166667  -1.        ]",[  3 141   0   1   0   0   1   0   0   0   1   1]
51,17,313,0,79,-0.1312246322631836,"[-0.918367326259613, -0.9216904640197754, -1.0, -0.9200000166893005, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[2, 124, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","[-0.9183673  -0.92169046 -1.         -0.92       -1.         -1.
 -1.         -1.         -1.         -1.         -0.9166667  -1.        ]",[  2 124   0   1   0   0   0   0   0   0   1   1]
51,18,79,1,80,-0.1711629331111908,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.],[0 0 0 0 0 0 0 0 0 0 0 1]
52,0,27,0,72,-0.04996061325073242,"[-0.3469387888908386, -0.5956223011016846, -1.0, -0.9200000166893005, -1.0, -1.0, -0.21212121844291687, -1.0, -1.0, -1.0, -0.8333333134651184, -1.0]","[16, 639, 0, 1, 0, 0, 13, 0, 0, 0, 2, 1]","[-0.3469388  -0.5956223  -1.         -0.92       -1.         -1.
 -0.21212122 -1.         -1.         -1.         -0.8333333  -1.        ]",[ 16 639   0   1   0   0  13   0   0   0   2   1]
52,1,72,0,409,-0.4798240661621094,"[-0.3877550959587097, -0.6116855144500732, -1.0, -0.9200000166893005, -1.0, -1.0, -0.21212121844291687, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[15, 614, 0, 1, 0, 0, 13, 0, 0, 0, 1, 1]","[-0.3877551  -0.6116855  -1.         -0.92       -1.         -1.
 -0.21212122 -1.         -1.         -1.         -0.9166667  -1.        ]",[ 15 614   0   1   0   0  13   0   0   0   1   1]
52,2,409,0,365,-1.5634582042694092,"[-0.4285714328289032, -0.6358599662780762, -1.0, -0.9200000166893005, -1.0, -1.0, -0.27272728085517883, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[14, 576, 0, 1, 0, 0, 12, 0, 0, 0, 1, 1]","[-0.42857143 -0.63585997 -1.         -0.92       -1.         -1.
 -0.27272728 -1.         -1.         -1.         -0.9166667  -1.        ]",[ 14 576   0   1   0   0  12   0   0   0   1   1]
52,3,365,0,362,-0.0879458412528038,"[-0.4693877696990967, -0.6406829953193665, -1.0, -0.9200000166893005, -1.0, -1.0, -0.3333333432674408, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[13, 568, 0, 1, 0, 0, 11, 0, 0, 0, 1, 1]","[-0.46938777 -0.640683   -1.         -0.92       -1.         -1.
 -0.33333334 -1.         -1.         -1.         -0.9166667  -1.        ]",[ 13 568   0   1   0   0  11   0   0   0   1   1]
52,4,362,0,358,-0.14815330505371094,"[-0.5102040767669678, -0.6551982164382935, -1.0, -0.9200000166893005, -1.0, -1.0, -0.39393940567970276, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[12, 545, 0, 1, 0, 0, 10, 0, 0, 0, 1, 1]","[-0.5102041 -0.6551982 -1.        -0.92      -1.        -1.
 -0.3939394 -1.        -1.        -1.        -0.9166667 -1.       ]",[ 12 545   0   1   0   0  10   0   0   0   1   1]
52,5,358,0,380,-0.12312747538089752,"[-0.5510203838348389, -0.666165828704834, -1.0, -0.9200000166893005, -1.0, -1.0, -0.4545454680919647, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[11, 528, 0, 1, 0, 0, 9, 0, 0, 0, 1, 1]","[-0.5510204  -0.6661658  -1.         -0.92       -1.         -1.
 -0.45454547 -1.         -1.         -1.         -0.9166667  -1.        ]",[ 11 528   0   1   0   0   9   0   0   0   1   1]
52,6,380,0,377,0.02598673291504383,"[-0.5918367505073547, -0.6728618741035461, -1.0, -0.9200000166893005, -1.0, -1.0, -0.5151515007019043, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[10, 517, 0, 1, 0, 0, 8, 0, 0, 0, 1, 1]","[-0.59183675 -0.6728619  -1.         -0.92       -1.         -1.
 -0.5151515  -1.         -1.         -1.         -0.9166667  -1.        ]",[ 10 517   0   1   0   0   8   0   0   0   1   1]
52,7,377,0,42,-0.16897371411323547,"[-0.6326530575752258, -0.7015798687934875, -1.0, -0.9200000166893005, -1.0, -1.0, -0.5757575631141663, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[9, 472, 0, 1, 0, 0, 7, 0, 0, 0, 1, 1]","[-0.63265306 -0.70157987 -1.         -0.92       -1.         -1.
 -0.57575756 -1.         -1.         -1.         -0.9166667  -1.        ]",[  9 472   0   1   0   0   7   0   0   0   1   1]
52,8,42,0,47,-0.16702055931091309,"[-0.6734693646430969, -0.7231800556182861, -1.0, -0.9200000166893005, -1.0, -1.0, -0.6363636255264282, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[8, 438, 0, 1, 0, 0, 6, 0, 0, 0, 1, 1]","[-0.67346936 -0.72318006 -1.         -0.92       -1.         -1.
 -0.6363636  -1.         -1.         -1.         -0.9166667  -1.        ]",[  8 438   0   1   0   0   6   0   0   0   1   1]
52,9,47,0,355,-0.15274429321289062,"[-0.7142857313156128, -0.7408557534217834, -1.0, -0.9200000166893005, -1.0, -1.0, -0.6969696879386902, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[7, 410, 0, 1, 0, 0, 5, 0, 0, 0, 1, 1]","[-0.71428573 -0.74085575 -1.         -0.92       -1.         -1.
 -0.6969697  -1.         -1.         -1.         -0.9166667  -1.        ]",[  7 410   0   1   0   0   5   0   0   0   1   1]
52,10,355,0,19,0.2231297492980957,"[-0.7551020383834839, -0.8028560876846313, -1.0, -0.9200000166893005, -1.0, -1.0, -0.7575757503509521, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[6, 312, 0, 1, 0, 0, 4, 0, 0, 0, 1, 1]","[-0.75510204 -0.8028561  -1.         -0.92       -1.         -1.
 -0.75757575 -1.         -1.         -1.         -0.9166667  -1.        ]",[  6 312   0   1   0   0   4   0   0   0   1   1]
52,11,19,0,24,-0.09358380734920502,"[-0.795918345451355, -0.8291584849357605, -1.0, -0.9200000166893005, -1.0, -1.0, -0.8181818127632141, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[5, 270, 0, 1, 0, 0, 3, 0, 0, 0, 1, 1]","[-0.79591835 -0.8291585  -1.         -0.92       -1.         -1.
 -0.8181818  -1.         -1.         -1.         -0.9166667  -1.        ]",[  5 270   0   1   0   0   3   0   0   0   1   1]
52,12,24,0,349,-0.45577186346054077,"[-0.8367347121238708, -0.886879026889801, -1.0, -0.9200000166893005, -1.0, -1.0, -0.8787878751754761, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[4, 179, 0, 1, 0, 0, 2, 0, 0, 0, 1, 1]","[-0.8367347 -0.886879  -1.        -0.92      -1.        -1.
 -0.8787879 -1.        -1.        -1.        -0.9166667 -1.       ]",[  4 179   0   1   0   0   2   0   0   0   1   1]
52,13,349,0,313,0.011702388525009155,"[-0.8775510191917419, -0.9108511805534363, -1.0, -0.9200000166893005, -1.0, -1.0, -0.939393937587738, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[3, 141, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1]","[-0.877551   -0.9108512  -1.         -0.92       -1.         -1.
 -0.93939394 -1.         -1.         -1.         -0.9166667  -1.        ]",[  3 141   0   1   0   0   1   0   0   0   1   1]
52,14,313,0,79,-0.1312246322631836,"[-0.918367326259613, -0.9216904640197754, -1.0, -0.9200000166893005, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -0.9166666865348816, -1.0]","[2, 124, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","[-0.9183673  -0.92169046 -1.         -0.92       -1.         -1.
 -1.         -1.         -1.         -1.         -0.9166667  -1.        ]",[  2 124   0   1   0   0   0   0   0   0   1   1]
52,15,79,1,80,-0.1711629331111908,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.],[0 0 0 0 0 0 0 0 0 0 0 1]
53,0,324,0,326,-4.279101371765137,"[-0.3877550959587097, -0.31494495272636414, -1.0, -0.4399999976158142, -1.0, -1.0, -0.1515151560306549, -1.0, -1.0, -1.0, -1.0, -1.0]","[15, 1083, 0, 7, 0, 0, 14, 0, 0, 0, 0, 1]","[-0.3877551  -0.31494495 -1.         -0.44       -1.         -1.
 -0.15151516 -1.         -1.         -1.         -1.         -1.        ]",[  15 1083    0    7    0    0   14    0    0    0    0    1]
53,1,326,1,280,-0.3914313018321991,"[-0.4285714328289032, -0.34357377886772156, -1.0, -0.5199999809265137, -1.0, -1.0, -0.21212121844291687, -1.0, -1.0, -1.0, -1.0, -1.0]","[14, 1038, 0, 6, 0, 0, 13, 0, 0, 0, 0, 1]","[-0.42857143 -0.34357378 -1.         -0.52       -1.         -1.
 -0.21212122 -1.         -1.         -1.         -1.         -1.        ]",[  14 1038    0    6    0    0   13    0    0    0    0    1]
53,2,280,0,397,-0.25542163848876953,"[-0.4693877696990967, -0.3618660569190979, -1.0, -0.5199999809265137, -1.0, -1.0, -0.27272728085517883, -1.0, -1.0, -1.0, -1.0, -1.0]","[13, 1009, 0, 6, 0, 0, 12, 0, 0, 0, 0, 1]","[-0.46938777 -0.36186606 -1.         -0.52       -1.         -1.
 -0.27272728 -1.         -1.         -1.         -1.         -1.        ]",[  13 1009    0    6    0    0   12    0    0    0    0    1]
53,3,397,0,385,-0.21116197109222412,"[-0.5102040767669678, -0.37012022733688354, -1.0, -0.5199999809265137, -1.0, -1.0, -0.3333333432674408, -1.0, -1.0, -1.0, -1.0, -1.0]","[12, 996, 0, 6, 0, 0, 11, 0, 0, 0, 0, 1]","[-0.5102041  -0.37012023 -1.         -0.52       -1.         -1.
 -0.33333334 -1.         -1.         -1.         -1.         -1.        ]",[ 12 996   0   6   0   0  11   0   0   0   0   1]
53,4,385,1,91,-0.28167280554771423,"[-0.5510203838348389, -0.39826151728630066, -1.0, -0.6000000238418579, -1.0, -1.0, -0.39393940567970276, -1.0, -1.0, -1.0, -1.0, -1.0]","[11, 952, 0, 5, 0, 0, 10, 0, 0, 0, 0, 1]","[-0.5510204  -0.39826152 -1.         -0.6        -1.         -1.
 -0.3939394  -1.         -1.         -1.         -1.         -1.        ]",[ 11 952   0   5   0   0  10   0   0   0   0   1]
53,5,91,0,85,-0.2477138787508011,"[-0.5918367505073547, -0.4951782524585724, -1.0, -0.6000000238418579, -1.0, -1.0, -0.4545454680919647, -1.0, -1.0, -1.0, -1.0, -1.0]","[10, 798, 0, 5, 0, 0, 9, 0, 0, 0, 0, 1]","[-0.59183675 -0.49517825 -1.         -0.6        -1.         -1.
 -0.45454547 -1.         -1.         -1.         -1.         -1.        ]",[ 10 798   0   5   0   0   9   0   0   0   0   1]
53,6,85,1,314,-0.04157458618283272,"[-0.6326530575752258, -0.5282886028289795, -1.0, -0.6800000071525574, -1.0, -1.0, -0.5151515007019043, -1.0, -1.0, -1.0, -1.0, -1.0]","[9, 746, 0, 4, 0, 0, 8, 0, 0, 0, 0, 1]","[-0.63265306 -0.5282886  -1.         -0.68       -1.         -1.
 -0.5151515  -1.         -1.         -1.         -1.         -1.        ]",[  9 746   0   4   0   0   8   0   0   0   0   1]
53,7,314,0,347,-0.1885051727294922,"[-0.6734693646430969, -0.5496143102645874, -1.0, -0.6800000071525574, -1.0, -1.0, -0.5757575631141663, -1.0, -1.0, -1.0, -1.0, -1.0]","[8, 712, 0, 4, 0, 0, 7, 0, 0, 0, 0, 1]","[-0.67346936 -0.5496143  -1.         -0.68       -1.         -1.
 -0.57575756 -1.         -1.         -1.         -1.         -1.        ]",[  8 712   0   4   0   0   7   0   0   0   0   1]
53,8,347,1,83,-0.26410070061683655,"[-0.7142857313156128, -0.5884994268417358, -1.0, -0.7599999904632568, -1.0, -1.0, -0.6363636255264282, -1.0, -1.0, -1.0, -1.0, -1.0]","[7, 651, 0, 3, 0, 0, 6, 0, 0, 0, 0, 1]","[-0.71428573 -0.5884994  -1.         -0.76       -1.         -1.
 -0.6363636  -1.         -1.         -1.         -1.         -1.        ]",[  7 651   0   3   0   0   6   0   0   0   0   1]
53,9,83,2,77,-0.07616584002971649,"[-0.7551020383834839, -0.6677258610725403, -1.0, -0.7599999904632568, -1.0, -1.0, -0.6969696879386902, -1.0, -1.0, -1.0, -1.0, -1.0]","[6, 525, 0, 3, 0, 0, 5, 0, 0, 0, 0, 1]","[-0.75510204 -0.66772586 -1.         -0.76       -1.         -1.
 -0.6969697  -1.         -1.         -1.         -1.         -1.        ]",[  6 525   0   3   0   0   5   0   0   0   0   1]
53,10,77,0,75,-0.11767452955245972,"[-0.795918345451355, -0.7055346369743347, -1.0, -0.7599999904632568, -1.0, -1.0, -0.7575757503509521, -1.0, -1.0, -1.0, -1.0, -1.0]","[5, 466, 0, 3, 0, 0, 4, 0, 0, 0, 0, 1]","[-0.79591835 -0.70553464 -1.         -0.76       -1.         -1.
 -0.75757575 -1.         -1.         -1.         -1.         -1.        ]",[  5 466   0   3   0   0   4   0   0   0   0   1]
53,11,75,1,310,-0.8817880153656006,"[-0.8367347121238708, -0.7453373074531555, -1.0, -0.8399999737739563, -1.0, -1.0, -0.8181818127632141, -1.0, -1.0, -1.0, -1.0, -1.0]","[4, 403, 0, 2, 0, 0, 3, 0, 0, 0, 0, 1]","[-0.8367347 -0.7453373 -1.        -0.84      -1.        -1.
 -0.8181818 -1.        -1.        -1.        -1.        -1.       ]",[  4 403   0   2   0   0   3   0   0   0   0   1]
53,12,310,0,237,-0.23046889901161194,"[-0.8775510191917419, -0.7814165949821472, -1.0, -0.8399999737739563, -1.0, -1.0, -0.8787878751754761, -1.0, -1.0, -1.0, -1.0, -1.0]","[3, 346, 0, 2, 0, 0, 2, 0, 0, 0, 0, 1]","[-0.877551  -0.7814166 -1.        -0.84      -1.        -1.
 -0.8787879 -1.        -1.        -1.        -1.        -1.       ]",[  3 346   0   2   0   0   2   0   0   0   0   1]
53,13,237,1,233,-0.27658599615097046,"[-0.918367326259613, -0.8230511546134949, -1.0, -0.9200000166893005, -1.0, -1.0, -0.939393937587738, -1.0, -1.0, -1.0, -1.0, -1.0]","[2, 280, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]","[-0.9183673  -0.82305115 -1.         -0.92       -1.         -1.
 -0.93939394 -1.         -1.         -1.         -1.         -1.        ]",[  2 280   0   1   0   0   1   0   0   0   0   1]
53,14,233,1,234,0.026021212339401245,"[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[-1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1. -1.],[0 0 0 0 0 0 0 0 0 0 0 1]
54,0,345,1,169,-0.16642461717128754,"[0.06122449040412903, 0.3299179673194885, -1.0, -0.6000000238418579, -1.0, -1.0, 0.1515151560306549, -1.0, -1.0, -1.0, -0.5, -1.0]","[26, 2103, 0, 5, 0, 0, 19, 0, 0, 0, 6, 1]","[ 0.06122449  0.32991797 -1.         -0.6        -1.         -1.
  0.15151516 -1.         -1.         -1.         -0.5        -1.        ]",[  26 2103    0    5    0    0   19    0    0    0    6    1]
54,1,169,0,369,-0.6710057258605957,"[0.020408162847161293, 0.3189692795276642, -1.0, -0.6000000238418579, -1.0, -1.0, 0.09090909361839294, -1.0, -1.0, -1.0, -0.5, -1.0]","[25, 2086, 0, 5, 0, 0, 18, 0, 0, 0, 6, 1]","[ 0.02040816  0.31896928 -1.         -0.6        -1.         -1.
  0.09090909 -1.         -1.         -1.         -0.5        -1.        ]",[  25 2086    0    5    0    0   18    0    0    0    6    1]
54,2,369,0,168,-0.16160106658935547,"[-0.020408162847161293, 0.2909550964832306, -1.0, -0.6000000238418579, -1.0, -1.0, 0.030303029343485832, -1.0, -1.0, -1.0, -0.5, -1.0]","[24, 2041, 0, 5, 0, 0, 17, 0, 0, 0, 6, 1]","[-0.02040816  0.2909551  -1.         -0.6        -1.         -1.
  0.03030303 -1.         -1.         -1.         -0.5        -1.        ]",[  24 2041    0    5    0    0   17    0    0    0    6    1]
54,3,168,1,374,-0.2152395248413086,"[-0.06122449040412903, 0.26380348205566406, -1.0, -0.6800000071525574, -1.0, -1.0, -0.03030303120613098, -1.0, -1.0, -1.0, -0.5, -1.0]","[23, 1999, 0, 4, 0, 0, 16, 0, 0, 0, 6, 1]","[-0.06122449  0.26380348 -1.         -0.68       -1.         -1.
 -0.03030303 -1.         -1.         -1.         -0.5        -1.        ]",[  23 1999    0    4    0    0   16    0    0    0    6    1]
54,4,374,1,156,-0.28281545639038086,"[-0.10204081982374191, 0.16178232431411743, -1.0, -0.7599999904632568, -1.0, -1.0, -0.09090909361839294, -1.0, -1.0, -1.0, -0.5, -1.0]","[22, 1837, 0, 3, 0, 0, 15, 0, 0, 0, 6, 1]","[-0.10204082  0.16178232 -1.         -0.76       -1.         -1.
 -0.09090909 -1.         -1.         -1.         -0.5        -1.        ]",[  22 1837    0    3    0    0   15    0    0    0    6    1]
54,5,156,0,157,-0.19105564057826996,"[-0.1428571492433548, 0.11143319308757782, -1.0, -0.7599999904632568, -1.0, -1.0, -0.1515151560306549, -1.0, -1.0, -1.0, -0.5, -1.0]","[21, 1758, 0, 3, 0, 0, 14, 0, 0, 0, 6, 1]","[-0.14285715  0.11143319 -1.         -0.76       -1.         -1.
 -0.15151516 -1.         -1.         -1.         -0.5        -1.        ]",[  21 1758    0    3    0    0   14    0    0    0    6    1]
