Trajectory ID,Step,Current State,Real Action,Next State,Real Reward,Possible Action 1,Action 1 Next State,Action 1 Reward,Possible Action 2,Action 2 Next State,Action 2 Reward,Possible Action 3,Action 3 Next State,Action 3 Reward
3,12,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
3,13,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
3,14,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
3,15,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
3,16,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
3,17,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
3,18,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
4,0,55,1,132,1.183824896812439,0,133,1.1910566091537476,1,132,1.183824896812439,,,
4,1,132,0,134,0.776384711,0,134,0.776384711,,,,,,
4,2,134,1,52,1.267895221710205,0,53,1.202108383178711,1,52,1.267895221710205,,,
4,3,52,1,360,1.2216682434082031,0,359,1.1626675128936768,1,360,1.2216682434082031,,,
4,4,360,1,0,1.2120552062988281,0,1,1.094059944152832,1,0,1.2120552062988281,,,
4,5,0,1,366,1.1950559616088867,0,365,1.1621955633163452,1,366,1.1950559616088867,,,
4,6,366,1,351,1.2169052362442017,0,350,1.160282850265503,1,351,1.2169052362442017,,,
4,7,351,2,248,1.4445655345916748,0,247,1.3900882005691528,1,249,1.4469822645187378,2,248,1.4445655345916748
4,8,248,1,30,1.2021994590759277,0,31,1.1713030338287354,1,30,1.2021994590759277,,,
4,9,30,0,237,1.174359917640686,0,237,1.174359917640686,1,236,1.1518256664276123,,,
4,10,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
4,11,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
4,12,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
4,13,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
4,14,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
4,15,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
4,16,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
4,17,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
4,18,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
4,19,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
4,20,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
4,21,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
5,0,75,1,310,1.2051072120666504,0,309,1.1496803760528564,1,310,1.2051072120666504,,,
5,1,310,0,237,1.1614513397216797,0,237,1.1614513397216797,1,236,1.140019178390503,,,
5,2,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
5,3,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
5,4,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
5,5,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
5,6,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
5,7,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
5,8,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
5,9,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
5,10,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
5,11,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
5,12,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
5,13,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
6,0,75,1,310,1.2051072120666504,0,309,1.1496803760528564,1,310,1.2051072120666504,,,
6,1,310,0,237,1.1614513397216797,0,237,1.1614513397216797,1,236,1.140019178390503,,,
6,2,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
6,3,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
6,4,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
6,5,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
6,6,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
6,7,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
6,8,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
6,9,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
6,10,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
6,11,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
6,12,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
6,13,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
7,0,83,2,77,1.4812175035476685,0,76,1.4480736255645752,1,78,1.4375414848327637,2,77,1.4812175035476685
7,1,77,0,75,1.1595433950424194,0,75,1.1595433950424194,1,74,1.1870090961456299,,,
7,2,75,1,310,1.2051072120666504,0,309,1.1496803760528564,1,310,1.2051072120666504,,,
7,3,310,0,237,1.1614513397216797,0,237,1.1614513397216797,1,236,1.140019178390503,,,
7,4,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
7,5,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
7,6,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
7,7,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
7,8,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
7,9,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
7,10,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
7,11,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
7,12,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
7,13,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
7,14,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
7,15,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
8,0,83,2,77,1.4812175035476685,0,76,1.4480736255645752,1,78,1.4375414848327637,2,77,1.4812175035476685
8,1,77,0,75,1.1595433950424194,0,75,1.1595433950424194,1,74,1.1870090961456299,,,
8,2,75,1,310,1.2051072120666504,0,309,1.1496803760528564,1,310,1.2051072120666504,,,
8,3,310,0,237,1.1614513397216797,0,237,1.1614513397216797,1,236,1.140019178390503,,,
8,4,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
8,5,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
8,6,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
8,7,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
8,8,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
8,9,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
8,10,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
8,11,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
8,12,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
8,13,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
8,14,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
8,15,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
9,0,83,2,77,1.4812175035476685,0,76,1.4480736255645752,1,78,1.4375414848327637,2,77,1.4812175035476685
9,1,77,0,75,1.1595433950424194,0,75,1.1595433950424194,1,74,1.1870090961456299,,,
9,2,75,1,310,1.2051072120666504,0,309,1.1496803760528564,1,310,1.2051072120666504,,,
9,3,310,0,237,1.1614513397216797,0,237,1.1614513397216797,1,236,1.140019178390503,,,
9,4,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
9,5,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
9,6,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
9,7,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
9,8,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
9,9,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
9,10,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
9,11,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
9,12,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
9,13,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
9,14,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
9,15,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
10,0,85,1,314,1.2117714881896973,0,313,1.1677830219268799,1,314,1.2117714881896973,,,
10,1,314,0,347,0.7551500201225281,0,347,0.7551500201225281,,,,,,
10,2,347,1,83,1.198085069656372,0,82,1.1132382154464722,1,83,1.198085069656372,,,
10,3,83,2,77,1.4812175035476685,0,76,1.4480736255645752,1,78,1.4375414848327637,2,77,1.4812175035476685
10,4,77,0,75,1.1595433950424194,0,75,1.1595433950424194,1,74,1.1870090961456299,,,
10,5,75,1,310,1.2051072120666504,0,309,1.1496803760528564,1,310,1.2051072120666504,,,
10,6,310,0,237,1.1614513397216797,0,237,1.1614513397216797,1,236,1.140019178390503,,,
10,7,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
10,8,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
10,9,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
10,10,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
10,11,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
10,12,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
10,13,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
10,14,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
10,15,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
10,16,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
10,17,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
10,18,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
11,0,85,1,314,1.2117714881896973,0,313,1.1677830219268799,1,314,1.2117714881896973,,,
11,1,314,0,347,0.7551500201225281,0,347,0.7551500201225281,,,,,,
11,2,347,1,83,1.198085069656372,0,82,1.1132382154464722,1,83,1.198085069656372,,,
11,3,83,2,77,1.4812175035476685,0,76,1.4480736255645752,1,78,1.4375414848327637,2,77,1.4812175035476685
11,4,77,0,75,1.1595433950424194,0,75,1.1595433950424194,1,74,1.1870090961456299,,,
11,5,75,1,310,1.2051072120666504,0,309,1.1496803760528564,1,310,1.2051072120666504,,,
11,6,310,0,237,1.1614513397216797,0,237,1.1614513397216797,1,236,1.140019178390503,,,
11,7,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
11,8,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
11,9,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
11,10,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
11,11,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
11,12,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
11,13,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
11,14,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
11,15,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
11,16,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
11,17,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
11,18,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
12,0,85,1,314,1.2117714881896973,0,313,1.1677830219268799,1,314,1.2117714881896973,,,
12,1,314,0,347,0.7551500201225281,0,347,0.7551500201225281,,,,,,
12,2,347,1,83,1.198085069656372,0,82,1.1132382154464722,1,83,1.198085069656372,,,
12,3,83,2,77,1.4812175035476685,0,76,1.4480736255645752,1,78,1.4375414848327637,2,77,1.4812175035476685
12,4,77,0,75,1.1595433950424194,0,75,1.1595433950424194,1,74,1.1870090961456299,,,
12,5,75,1,310,1.2051072120666504,0,309,1.1496803760528564,1,310,1.2051072120666504,,,
12,6,310,0,237,1.1614513397216797,0,237,1.1614513397216797,1,236,1.140019178390503,,,
12,7,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
12,8,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
12,9,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
12,10,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
12,11,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
12,12,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
12,13,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
12,14,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
12,15,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
12,16,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
12,17,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
12,18,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
13,0,91,0,85,1.181892753,0,85,1.181892753,1,84,1.171047568321228,,,
13,1,85,1,314,1.2117714881896973,0,313,1.1677830219268799,1,314,1.2117714881896973,,,
13,2,314,0,347,0.7551500201225281,0,347,0.7551500201225281,,,,,,
13,3,347,1,83,1.198085069656372,0,82,1.1132382154464722,1,83,1.198085069656372,,,
13,4,83,2,77,1.4812175035476685,0,76,1.4480736255645752,1,78,1.4375414848327637,2,77,1.4812175035476685
13,5,77,0,75,1.1595433950424194,0,75,1.1595433950424194,1,74,1.1870090961456299,,,
13,6,75,1,310,1.2051072120666504,0,309,1.1496803760528564,1,310,1.2051072120666504,,,
13,7,310,0,237,1.1614513397216797,0,237,1.1614513397216797,1,236,1.140019178390503,,,
13,8,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
13,9,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
13,10,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
13,11,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
13,12,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
13,13,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
13,14,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
13,15,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
13,16,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
13,17,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
13,18,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
13,19,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
14,0,91,0,85,1.181892753,0,85,1.181892753,1,84,1.171047568321228,,,
14,1,85,1,314,1.2117714881896973,0,313,1.1677830219268799,1,314,1.2117714881896973,,,
14,2,314,0,347,0.7551500201225281,0,347,0.7551500201225281,,,,,,
14,3,347,1,83,1.198085069656372,0,82,1.1132382154464722,1,83,1.198085069656372,,,
14,4,83,2,77,1.4812175035476685,0,76,1.4480736255645752,1,78,1.4375414848327637,2,77,1.4812175035476685
14,5,77,0,75,1.1595433950424194,0,75,1.1595433950424194,1,74,1.1870090961456299,,,
14,6,75,1,310,1.2051072120666504,0,309,1.1496803760528564,1,310,1.2051072120666504,,,
14,7,310,0,237,1.1614513397216797,0,237,1.1614513397216797,1,236,1.140019178390503,,,
14,8,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
14,9,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
14,10,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
14,11,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
14,12,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
14,13,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
14,14,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
14,15,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
14,16,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
14,17,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
14,18,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
14,19,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
15,0,91,0,85,1.181892753,0,85,1.181892753,1,84,1.171047568321228,,,
15,1,85,1,314,1.2117714881896973,0,313,1.1677830219268799,1,314,1.2117714881896973,,,
15,2,314,0,347,0.7551500201225281,0,347,0.7551500201225281,,,,,,
15,3,347,1,83,1.198085069656372,0,82,1.1132382154464722,1,83,1.198085069656372,,,
15,4,83,2,77,1.4812175035476685,0,76,1.4480736255645752,1,78,1.4375414848327637,2,77,1.4812175035476685
15,5,77,0,75,1.1595433950424194,0,75,1.1595433950424194,1,74,1.1870090961456299,,,
15,6,75,1,310,1.2051072120666504,0,309,1.1496803760528564,1,310,1.2051072120666504,,,
15,7,310,0,237,1.1614513397216797,0,237,1.1614513397216797,1,236,1.140019178390503,,,
15,8,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
15,9,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
15,10,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
15,11,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
15,12,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
15,13,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
15,14,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
15,15,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
15,16,227,2,151,1.4699046611785889,0,149,1.4386560916900635,1,150,1.4992790222167969,2,151,1.4699046611785889
15,17,151,0,152,0.7567383050918579,0,152,0.7567383050918579,,,,,,
15,18,152,1,154,1.1881656646728516,0,153,1.1052205562591553,1,154,1.1881656646728516,,,
15,19,154,0,4,0.7609192728996277,0,4,0.7609192728996277,,,,,,
16,0,93,2,77,1.521955966949463,0,76,1.4882349967956543,1,78,1.4779362678527832,2,77,1.521955966949463
16,1,77,0,75,1.1595433950424194,0,75,1.1595433950424194,1,74,1.1870090961456299,,,
16,2,75,1,310,1.2051072120666504,0,309,1.1496803760528564,1,310,1.2051072120666504,,,
16,3,310,0,237,1.1614513397216797,0,237,1.1614513397216797,1,236,1.140019178390503,,,
16,4,237,1,233,1.185107946395874,0,232,1.1255725622177124,1,233,1.185107946395874,,,
16,5,233,1,234,1.2129721641540527,0,235,1.1721020936965942,1,234,1.2129721641540527,,,
16,6,234,0,200,0.7691714763641357,0,200,0.7691714763641357,,,,,,
16,7,200,1,208,1.1884324550628662,0,209,1.1235979795455933,1,208,1.1884324550628662,,,
16,8,208,1,145,1.203691840171814,0,144,1.1542898416519165,1,145,1.203691840171814,,,
16,9,145,1,146,1.2007758617401123,0,147,1.1057170629501343,1,146,1.2007758617401123,,,
16,10,146,0,148,0.7595428228378296,0,148,0.7595428228378296,,,,,,
16,11,148,0,227,0.7566537857055664,0,227,0.7566537857055664,,,,,,
