Trajectory ID,Step,Current State,Real Action,Next State,Real Reward,Possible Action 1,Action 1 Next State,Action 1 Reward,Possible Action 2,Action 2 Next State,Action 2 Reward,Possible Action 3,Action 3 Next State,Action 3 Reward
615,12,202,0,235,1.1602869033813477,0,235,1.1602869033813477,1,234,1.2073794603347778,,,
615,13,235,0,246,1.1669971942901611,0,246,1.1669971942901611,1,245,1.205702304840088,,,
616,0,345,1,169,1.2040820121765137,0,170,1.127617359161377,1,169,1.2040820121765137,,,
616,1,169,0,369,1.151167631149292,0,369,1.151167631149292,1,370,1.1951663494110107,,,
616,2,369,0,168,0.7586513161659241,0,168,0.7586513161659241,,,,,,
616,3,168,1,374,1.1780123710632324,0,373,1.107282280921936,1,374,1.1780123710632324,,,
616,4,374,1,156,1.220954418182373,0,155,1.1177067756652832,1,156,1.220954418182373,,,
616,5,156,0,157,1.1581230163574219,0,157,1.1581230163574219,1,158,1.1805793046951294,,,
616,6,157,0,176,0.7306564450263977,0,176,0.7306564450263977,,,,,,
616,7,176,0,177,0.7875012755393982,0,177,0.7875012755393982,,,,,,
616,8,177,0,189,1.1526830196380615,0,189,1.1526830196380615,1,188,1.1466748714447021,,,
616,9,189,1,190,1.2107295989990234,0,191,1.1114908456802368,1,190,1.2107295989990234,,,
616,10,190,0,211,0.742981493,0,211,0.742981493,,,,,,
616,11,211,1,202,1.200343370437622,0,201,1.167668104171753,1,202,1.200343370437622,,,
616,12,202,0,235,1.1602869033813477,0,235,1.1602869033813477,1,234,1.2073794603347778,,,
616,13,235,0,246,1.1669971942901611,0,246,1.1669971942901611,1,245,1.205702304840088,,,
617,0,345,1,169,1.2040820121765137,0,170,1.127617359161377,1,169,1.2040820121765137,,,
617,1,169,0,369,1.151167631149292,0,369,1.151167631149292,1,370,1.1951663494110107,,,
617,2,369,0,168,0.7586513161659241,0,168,0.7586513161659241,,,,,,
617,3,168,1,374,1.1780123710632324,0,373,1.107282280921936,1,374,1.1780123710632324,,,
617,4,374,1,156,1.220954418182373,0,155,1.1177067756652832,1,156,1.220954418182373,,,
617,5,156,0,157,1.1581230163574219,0,157,1.1581230163574219,1,158,1.1805793046951294,,,
617,6,157,0,176,0.7306564450263977,0,176,0.7306564450263977,,,,,,
617,7,176,0,177,0.7875012755393982,0,177,0.7875012755393982,,,,,,
617,8,177,0,189,1.1526830196380615,0,189,1.1526830196380615,1,188,1.1466748714447021,,,
617,9,189,1,190,1.2107295989990234,0,191,1.1114908456802368,1,190,1.2107295989990234,,,
617,10,190,0,211,0.742981493,0,211,0.742981493,,,,,,
617,11,211,1,202,1.200343370437622,0,201,1.167668104171753,1,202,1.200343370437622,,,
617,12,202,0,235,1.1602869033813477,0,235,1.1602869033813477,1,234,1.2073794603347778,,,
617,13,235,0,246,1.1669971942901611,0,246,1.1669971942901611,1,245,1.205702304840088,,,
618,0,345,1,169,1.2040820121765137,0,170,1.127617359161377,1,169,1.2040820121765137,,,
618,1,169,0,369,1.151167631149292,0,369,1.151167631149292,1,370,1.1951663494110107,,,
618,2,369,0,168,0.7586513161659241,0,168,0.7586513161659241,,,,,,
618,3,168,1,374,1.1780123710632324,0,373,1.107282280921936,1,374,1.1780123710632324,,,
618,4,374,1,156,1.220954418182373,0,155,1.1177067756652832,1,156,1.220954418182373,,,
618,5,156,0,157,1.1581230163574219,0,157,1.1581230163574219,1,158,1.1805793046951294,,,
618,6,157,0,176,0.7306564450263977,0,176,0.7306564450263977,,,,,,
618,7,176,0,177,0.7875012755393982,0,177,0.7875012755393982,,,,,,
618,8,177,0,189,1.1526830196380615,0,189,1.1526830196380615,1,188,1.1466748714447021,,,
618,9,189,1,190,1.2107295989990234,0,191,1.1114908456802368,1,190,1.2107295989990234,,,
618,10,190,0,211,0.742981493,0,211,0.742981493,,,,,,
618,11,211,1,202,1.200343370437622,0,201,1.167668104171753,1,202,1.200343370437622,,,
618,12,202,0,235,1.1602869033813477,0,235,1.1602869033813477,1,234,1.2073794603347778,,,
618,13,235,0,246,1.1669971942901611,0,246,1.1669971942901611,1,245,1.205702304840088,,,
619,0,345,1,169,1.2040820121765137,0,170,1.127617359161377,1,169,1.2040820121765137,,,
619,1,169,0,369,1.151167631149292,0,369,1.151167631149292,1,370,1.1951663494110107,,,
619,2,369,0,168,0.7586513161659241,0,168,0.7586513161659241,,,,,,
619,3,168,1,374,1.1780123710632324,0,373,1.107282280921936,1,374,1.1780123710632324,,,
619,4,374,1,156,1.220954418182373,0,155,1.1177067756652832,1,156,1.220954418182373,,,
619,5,156,0,157,1.1581230163574219,0,157,1.1581230163574219,1,158,1.1805793046951294,,,
619,6,157,0,176,0.7306564450263977,0,176,0.7306564450263977,,,,,,
619,7,176,0,177,0.7875012755393982,0,177,0.7875012755393982,,,,,,
619,8,177,0,189,1.1526830196380615,0,189,1.1526830196380615,1,188,1.1466748714447021,,,
619,9,189,1,190,1.2107295989990234,0,191,1.1114908456802368,1,190,1.2107295989990234,,,
619,10,190,0,211,0.742981493,0,211,0.742981493,,,,,,
619,11,211,1,202,1.200343370437622,0,201,1.167668104171753,1,202,1.200343370437622,,,
619,12,202,0,235,1.1602869033813477,0,235,1.1602869033813477,1,234,1.2073794603347778,,,
619,13,235,0,246,1.1669971942901611,0,246,1.1669971942901611,1,245,1.205702304840088,,,
620,0,345,1,169,1.2040820121765137,0,170,1.127617359161377,1,169,1.2040820121765137,,,
620,1,169,0,369,1.151167631149292,0,369,1.151167631149292,1,370,1.1951663494110107,,,
620,2,369,0,168,0.7586513161659241,0,168,0.7586513161659241,,,,,,
620,3,168,1,374,1.1780123710632324,0,373,1.107282280921936,1,374,1.1780123710632324,,,
620,4,374,1,156,1.220954418182373,0,155,1.1177067756652832,1,156,1.220954418182373,,,
620,5,156,0,157,1.1581230163574219,0,157,1.1581230163574219,1,158,1.1805793046951294,,,
620,6,157,0,176,0.7306564450263977,0,176,0.7306564450263977,,,,,,
620,7,176,0,177,0.7875012755393982,0,177,0.7875012755393982,,,,,,
620,8,177,0,189,1.1526830196380615,0,189,1.1526830196380615,1,188,1.1466748714447021,,,
620,9,189,1,190,1.2107295989990234,0,191,1.1114908456802368,1,190,1.2107295989990234,,,
620,10,190,0,211,0.742981493,0,211,0.742981493,,,,,,
620,11,211,1,202,1.200343370437622,0,201,1.167668104171753,1,202,1.200343370437622,,,
620,12,202,0,235,1.1602869033813477,0,235,1.1602869033813477,1,234,1.2073794603347778,,,
620,13,235,0,246,1.1669971942901611,0,246,1.1669971942901611,1,245,1.205702304840088,,,
621,0,15,0,34,0.7830700278282166,0,34,0.7830700278282166,,,,,,
621,1,34,0,33,1.1584711074829102,0,33,1.1584711074829102,1,32,1.1659328937530518,,,
621,2,33,1,30,1.1935713291168213,0,31,1.1624739170074463,1,30,1.1935713291168213,,,
621,3,30,1,236,1.145526647567749,0,237,1.1643407344818115,1,236,1.145526647567749,,,
621,4,236,1,376,1.1977776288986206,0,375,1.1713899374008179,1,376,1.1977776288986206,,,
621,5,376,0,231,0.7598832249641418,0,231,0.7598832249641418,,,,,,
621,6,231,1,198,1.1941909790039062,0,199,1.2026121616363525,1,198,1.1941909790039062,,,
621,7,198,1,196,1.1911065578460693,0,197,1.2229321002960205,1,196,1.1911065578460693,,,
621,8,196,1,195,1.2152881622314453,0,194,1.2174605131149292,1,195,1.2152881622314453,,,
621,9,195,1,180,1.2020373344421387,0,181,1.1709861755371094,1,180,1.2020373344421387,,,
621,10,180,1,315,1.2001594305038452,0,316,1.200849175453186,1,315,1.2001594305038452,,,
621,11,315,1,185,1.2037928104400635,0,184,1.170742392539978,1,185,1.2037928104400635,,,
621,12,185,1,179,1.1693952083587646,0,178,1.1621862649917603,1,179,1.1693952083587646,,,
621,13,179,2,418,1.4936851263046265,0,417,1.5399999618530273,1,416,1.615217685699463,2,418,1.4936851263046265
621,14,418,1,251,1.2013136148452759,0,252,1.223917007446289,1,251,1.2013136148452759,,,
622,0,331,1,52,1.2119345664978027,0,53,1.1375036239624023,1,52,1.2119345664978027,,,
622,1,52,1,360,1.2208514213562012,0,359,1.1327788829803467,1,360,1.2208514213562012,,,
622,2,360,1,0,1.2075122594833374,0,1,1.090837836265564,1,0,1.2075122594833374,,,
622,3,0,1,366,1.1966406106948853,0,365,1.162415623664856,1,366,1.1966406106948853,,,
622,4,366,1,351,1.215238094329834,0,350,1.1372003555297852,1,351,1.215238094329834,,,
622,5,351,2,248,1.4488234519958496,0,247,1.381866693496704,1,249,1.4360038042068481,2,248,1.4488234519958496
622,6,248,1,30,1.2017911672592163,0,31,1.1709306240081787,1,30,1.2017911672592163,,,
622,7,30,1,236,1.145526647567749,0,237,1.1643407344818115,1,236,1.145526647567749,,,
622,8,236,1,376,1.1977776288986206,0,375,1.1713899374008179,1,376,1.1977776288986206,,,
622,9,376,0,231,0.7598832249641418,0,231,0.7598832249641418,,,,,,
622,10,231,1,198,1.1941909790039062,0,199,1.2026121616363525,1,198,1.1941909790039062,,,
622,11,198,1,196,1.1911065578460693,0,197,1.2229321002960205,1,196,1.1911065578460693,,,
622,12,196,1,195,1.2152881622314453,0,194,1.2174605131149292,1,195,1.2152881622314453,,,
622,13,195,1,180,1.2020373344421387,0,181,1.1709861755371094,1,180,1.2020373344421387,,,
622,14,180,1,315,1.2001594305038452,0,316,1.200849175453186,1,315,1.2001594305038452,,,
622,15,315,1,185,1.2037928104400635,0,184,1.170742392539978,1,185,1.2037928104400635,,,
622,16,185,1,179,1.1693952083587646,0,178,1.1621862649917603,1,179,1.1693952083587646,,,
622,17,179,2,418,1.4936851263046265,0,417,1.5399999618530273,1,416,1.615217685699463,2,418,1.4936851263046265
622,18,418,1,251,1.2013136148452759,0,252,1.223917007446289,1,251,1.2013136148452759,,,
623,0,395,0,7,1.149479866027832,0,7,1.149479866027832,1,6,1.2551867961883545,,,
623,1,7,0,340,0.7508858442306519,0,340,0.7508858442306519,,,,,,
623,2,340,0,27,0.7553501129150391,0,27,0.7553501129150391,,,,,,
623,3,27,0,72,1.1541589498519897,0,72,1.1541589498519897,1,70,1.2340184450149536,,,
623,4,72,0,409,0.7526392340660095,0,409,0.7526392340660095,,,,,,
623,5,409,1,366,1.2699272632598877,0,365,1.238330602645874,1,366,1.2699272632598877,,,
623,6,366,1,351,1.215238094329834,0,350,1.1372003555297852,1,351,1.215238094329834,,,
623,7,351,2,248,1.4488234519958496,0,247,1.381866693496704,1,249,1.4360038042068481,2,248,1.4488234519958496
623,8,248,1,30,1.2017911672592163,0,31,1.1709306240081787,1,30,1.2017911672592163,,,
623,9,30,1,236,1.145526647567749,0,237,1.1643407344818115,1,236,1.145526647567749,,,
623,10,236,1,376,1.1977776288986206,0,375,1.1713899374008179,1,376,1.1977776288986206,,,
623,11,376,0,231,0.7598832249641418,0,231,0.7598832249641418,,,,,,
623,12,231,1,198,1.1941909790039062,0,199,1.2026121616363525,1,198,1.1941909790039062,,,
623,13,198,1,196,1.1911065578460693,0,197,1.2229321002960205,1,196,1.1911065578460693,,,
623,14,196,1,195,1.2152881622314453,0,194,1.2174605131149292,1,195,1.2152881622314453,,,
623,15,195,1,180,1.2020373344421387,0,181,1.1709861755371094,1,180,1.2020373344421387,,,
623,16,180,1,315,1.2001594305038452,0,316,1.200849175453186,1,315,1.2001594305038452,,,
623,17,315,1,185,1.2037928104400635,0,184,1.170742392539978,1,185,1.2037928104400635,,,
623,18,185,1,179,1.1693952083587646,0,178,1.1621862649917603,1,179,1.1693952083587646,,,
623,19,179,2,418,1.4936851263046265,0,417,1.5399999618530273,1,416,1.615217685699463,2,418,1.4936851263046265
623,20,418,1,251,1.2013136148452759,0,252,1.223917007446289,1,251,1.2013136148452759,,,
624,0,52,1,360,1.2201277017593384,0,359,1.1302906274795532,1,360,1.2201277017593384,,,
624,1,360,1,0,1.2071943283081055,0,1,1.0904501676559448,1,0,1.2071943283081055,,,
624,2,0,1,366,1.1952089071273804,0,365,1.1614258289337158,1,366,1.1952089071273804,,,
624,3,366,1,351,1.2161413431167603,0,350,1.1375434398651123,1,351,1.2161413431167603,,,
624,4,351,2,248,1.4474799633026123,0,247,1.3813345432281494,1,249,1.4355531930923462,2,248,1.4474799633026123
624,5,248,1,30,1.202617883682251,0,31,1.170236349105835,1,30,1.202617883682251,,,
624,6,30,1,236,1.1462756395339966,0,237,1.142012596130371,1,236,1.1462756395339966,,,
624,7,236,1,376,1.1978545188903809,0,375,1.1542600393295288,1,376,1.1978545188903809,,,
624,8,376,0,231,0.7581827640533447,0,231,0.7581827640533447,,,,,,
624,9,231,1,198,1.1953656673431396,0,199,1.199205756187439,1,198,1.1953656673431396,,,
624,10,198,1,196,1.191400170326233,0,197,1.2177348136901855,1,196,1.191400170326233,,,
624,11,196,1,195,1.2133690118789673,0,194,1.2112064361572266,1,195,1.2133690118789673,,,
624,12,195,1,180,1.2008737325668335,0,181,1.1697888374328613,1,180,1.2008737325668335,,,
624,13,180,1,315,1.1989784240722656,0,316,1.1957181692123413,1,315,1.1989784240722656,,,
624,14,315,1,185,1.204758644104004,0,184,1.1687742471694946,1,185,1.204758644104004,,,
624,15,185,1,179,1.168996810913086,0,178,1.1613388061523438,1,179,1.168996810913086,,,
624,16,179,2,418,1.4929507970809937,0,417,1.534039855003357,1,416,1.6123063564300537,2,418,1.4929507970809937
624,17,418,1,251,1.202446699142456,0,252,1.2178475856781006,1,251,1.202446699142456,,,
624,18,251,1,164,1.2051869630813599,0,163,1.1635726690292358,1,164,1.2051869630813599,,,
624,19,164,0,173,1.2079007625579834,0,173,1.2079007625579834,1,174,1.2164356708526611,,,
624,20,173,0,257,1.1454620361328125,0,257,1.1454620361328125,1,256,1.2054784297943115,,,
624,21,257,0,253,0.7042914628982544,0,253,0.7042914628982544,,,,,,
625,0,324,0,326,0.7932430505752563,0,326,0.7932430505752563,,,,,,
625,1,326,1,280,1.206385850906372,0,279,1.113421917,1,280,1.206385850906372,,,
625,2,280,0,397,0.7605123519897461,0,397,0.7605123519897461,,,,,,
625,3,397,0,385,1.1556050777435303,0,385,1.1556050777435303,1,384,1.2080461978912354,,,
625,4,385,1,91,1.1780754327774048,0,90,1.0691030025482178,1,91,1.1780754327774048,,,
625,5,91,0,85,1.1856913566589355,0,85,1.1856913566589355,1,84,1.1643779277801514,,,
625,6,85,1,314,1.210661768913269,0,313,1.1622055768966675,1,314,1.210661768913269,,,
625,7,314,0,347,0.75343442,0,347,0.75343442,,,,,,
625,8,347,1,83,1.192245602607727,0,82,1.1066621541976929,1,83,1.192245602607727,,,
625,9,83,2,77,1.4849785566329956,0,76,1.426090955734253,1,78,1.4395685195922852,2,77,1.4849785566329956
625,10,77,0,75,1.1571145057678223,0,75,1.1571145057678223,1,74,1.1746821403503418,,,
625,11,75,1,310,1.2064273357391357,0,309,1.1468167304992676,1,310,1.2064273357391357,,,
625,12,310,1,236,1.1329166889190674,0,237,1.1273939609527588,1,236,1.1329166889190674,,,
625,13,236,1,376,1.1978545188903809,0,375,1.1542600393295288,1,376,1.1978545188903809,,,
625,14,376,0,231,0.7581827640533447,0,231,0.7581827640533447,,,,,,
625,15,231,1,198,1.1953656673431396,0,199,1.199205756187439,1,198,1.1953656673431396,,,
625,16,198,1,196,1.191400170326233,0,197,1.2177348136901855,1,196,1.191400170326233,,,
625,17,196,1,195,1.2133690118789673,0,194,1.2112064361572266,1,195,1.2133690118789673,,,
625,18,195,1,180,1.2008737325668335,0,181,1.1697888374328613,1,180,1.2008737325668335,,,
625,19,180,1,315,1.1989784240722656,0,316,1.1957181692123413,1,315,1.1989784240722656,,,
625,20,315,1,185,1.204758644104004,0,184,1.1687742471694946,1,185,1.204758644104004,,,
625,21,185,1,179,1.168996810913086,0,178,1.1613388061523438,1,179,1.168996810913086,,,
625,22,179,2,418,1.4929507970809937,0,417,1.534039855003357,1,416,1.6123063564300537,2,418,1.4929507970809937
625,23,418,1,251,1.202446699142456,0,252,1.2178475856781006,1,251,1.202446699142456,,,
625,24,251,1,164,1.2051869630813599,0,163,1.1635726690292358,1,164,1.2051869630813599,,,
625,25,164,0,173,1.2079007625579834,0,173,1.2079007625579834,1,174,1.2164356708526611,,,
625,26,173,0,257,1.1454620361328125,0,257,1.1454620361328125,1,256,1.2054784297943115,,,
625,27,257,0,253,0.7042914628982544,0,253,0.7042914628982544,,,,,,
626,0,30,1,236,1.1453593969345093,0,237,1.1428043842315674,1,236,1.1453593969345093,,,
626,1,236,1,376,1.1983835697174072,0,375,1.1552205085754395,1,376,1.1983835697174072,,,
626,2,376,0,231,0.7586531639099121,0,231,0.7586531639099121,,,,,,
626,3,231,1,198,1.1948341131210327,0,199,1.1992509365081787,1,198,1.1948341131210327,,,
626,4,198,1,196,1.1912187337875366,0,197,1.2186222076416016,1,196,1.1912187337875366,,,
626,5,196,1,195,1.2144389152526855,0,194,1.2123746871948242,1,195,1.2144389152526855,,,
626,6,195,1,180,1.2010146379470825,0,181,1.1687557697296143,1,180,1.2010146379470825,,,
626,7,180,1,315,1.1991100311279297,0,316,1.1960692405700684,1,315,1.1991100311279297,,,
626,8,315,1,185,1.2045387029647827,0,184,1.168656349182129,1,185,1.2045387029647827,,,
626,9,185,1,179,1.1691339015960693,0,178,1.160735011100769,1,179,1.1691339015960693,,,
626,10,179,2,418,1.4924240112304688,0,417,1.5343772172927856,1,416,1.6125320196151733,2,418,1.4924240112304688
626,11,418,1,251,1.2031035423278809,0,252,1.2175434827804565,1,251,1.2031035423278809,,,
626,12,251,1,164,1.2055776119232178,0,163,1.1635282039642334,1,164,1.2055776119232178,,,
626,13,164,0,173,1.2071903944015503,0,173,1.2071903944015503,1,174,1.2350058555603027,,,
626,14,173,0,257,1.1444382667541504,0,257,1.1444382667541504,1,256,1.2211740016937256,,,
627,0,75,1,310,1.2055845260620117,0,309,1.147345781326294,1,310,1.2055845260620117,,,
627,1,310,1,236,1.127527117729187,0,237,1.1280460357666016,1,236,1.127527117729187,,,
627,2,236,1,376,1.1985499858856201,0,375,1.159295678138733,1,376,1.1985499858856201,,,
627,3,376,0,231,0.7589880228042603,0,231,0.7589880228042603,,,,,,
627,4,231,1,198,1.1939879655838013,0,199,1.2005772590637207,1,198,1.1939879655838013,,,
627,5,198,1,196,1.1904098987579346,0,197,1.2226296663284302,1,196,1.1904098987579346,,,
627,6,196,1,195,1.215067982673645,0,194,1.2159223556518555,1,195,1.215067982673645,,,
627,7,195,1,180,1.2016505002975464,0,181,1.169148325920105,1,180,1.2016505002975464,,,
627,8,180,1,315,1.2008291482925415,0,316,1.1994019746780396,1,315,1.2008291482925415,,,
627,9,315,1,185,1.2044610977172852,0,184,1.1692487001419067,1,185,1.2044610977172852,,,
627,10,185,1,179,1.1675657033920288,0,178,1.1577123403549194,1,179,1.1675657033920288,,,
627,11,179,2,418,1.4941293001174927,0,417,1.5391100645065308,1,416,1.6178245544433594,2,418,1.4941293001174927
627,12,418,1,251,1.2035101652145386,0,252,1.2175838947296143,1,251,1.2035101652145386,,,
627,13,251,0,163,1.1656825542449951,0,163,1.1656825542449951,1,164,1.2216393947601318,,,
627,14,163,0,258,1.1565067768096924,0,258,1.1565067768096924,1,259,1.2689317464828491,,,
628,0,324,0,326,0.7982192635536194,0,326,0.7982192635536194,,,,,,
628,1,326,1,280,1.2075432538986206,0,279,1.1066533327102661,1,280,1.2075432538986206,,,
628,2,280,0,397,0.7601940631866455,0,397,0.7601940631866455,,,,,,
628,3,397,0,385,1.1544699668884277,0,385,1.1544699668884277,1,384,1.208346962928772,,,
628,4,385,1,91,1.177788257598877,0,90,1.0623266696929932,1,91,1.177788257598877,,,
628,5,91,0,85,1.1876881122589111,0,85,1.1876881122589111,1,84,1.1638555526733398,,,
628,6,85,1,314,1.2106369733810425,0,313,1.1623139381408691,1,314,1.2106369733810425,,,
628,7,314,0,347,0.7533648014068604,0,347,0.7533648014068604,,,,,,
628,8,347,1,83,1.1930266618728638,0,82,1.1046217679977417,1,83,1.1930266618728638,,,
628,9,83,2,77,1.485342264175415,0,76,1.4238635301589966,1,78,1.4346328973770142,2,77,1.485342264175415
628,10,77,0,75,1.1583175659179688,0,75,1.1583175659179688,1,74,1.1719862222671509,,,
628,11,75,1,310,1.2055845260620117,0,309,1.147345781326294,1,310,1.2055845260620117,,,
628,12,310,1,236,1.127527117729187,0,237,1.1280460357666016,1,236,1.127527117729187,,,
628,13,236,1,376,1.1985499858856201,0,375,1.159295678138733,1,376,1.1985499858856201,,,
628,14,376,0,231,0.7589880228042603,0,231,0.7589880228042603,,,,,,
628,15,231,1,198,1.1939879655838013,0,199,1.2005772590637207,1,198,1.1939879655838013,,,
628,16,198,1,196,1.1904098987579346,0,197,1.2226296663284302,1,196,1.1904098987579346,,,
628,17,196,1,195,1.215067982673645,0,194,1.2159223556518555,1,195,1.215067982673645,,,
628,18,195,1,180,1.2016505002975464,0,181,1.169148325920105,1,180,1.2016505002975464,,,
628,19,180,1,315,1.2008291482925415,0,316,1.1994019746780396,1,315,1.2008291482925415,,,
628,20,315,1,185,1.2044610977172852,0,184,1.1692487001419067,1,185,1.2044610977172852,,,
628,21,185,1,179,1.1675657033920288,0,178,1.1577123403549194,1,179,1.1675657033920288,,,
628,22,179,2,418,1.4941293001174927,0,417,1.5391100645065308,1,416,1.6178245544433594,2,418,1.4941293001174927
628,23,418,1,251,1.2035101652145386,0,252,1.2175838947296143,1,251,1.2035101652145386,,,
628,24,251,0,163,1.1656825542449951,0,163,1.1656825542449951,1,164,1.2216393947601318,,,
628,25,163,0,258,1.1565067768096924,0,258,1.1565067768096924,1,259,1.2689317464828491,,,
629,0,331,1,52,1.2121670246124268,0,53,1.1324665546417236,1,52,1.2121670246124268,,,
629,1,52,1,360,1.2212474346160889,0,359,1.1284687519073486,1,360,1.2212474346160889,,,
629,2,360,1,0,1.2079259157180786,0,1,1.0838680267333984,1,0,1.2079259157180786,,,
629,3,0,1,366,1.1945223808288574,0,365,1.1616723537445068,1,366,1.1945223808288574,,,
629,4,366,1,351,1.2162165641784668,0,350,1.1341125965118408,1,351,1.2162165641784668,,,
629,5,351,2,248,1.4485887289047241,0,247,1.3746469020843506,1,249,1.429913878440857,2,248,1.4485887289047241
629,6,248,1,30,1.2005388736724854,0,31,1.1705811023712158,1,30,1.2005388736724854,,,
629,7,30,1,236,1.1410304307937622,0,237,1.1427996158599854,1,236,1.1410304307937622,,,
629,8,236,1,376,1.1985499858856201,0,375,1.159295678138733,1,376,1.1985499858856201,,,
629,9,376,0,231,0.7589880228042603,0,231,0.7589880228042603,,,,,,
629,10,231,1,198,1.1939879655838013,0,199,1.2005772590637207,1,198,1.1939879655838013,,,
629,11,198,1,196,1.1904098987579346,0,197,1.2226296663284302,1,196,1.1904098987579346,,,
629,12,196,1,195,1.215067982673645,0,194,1.2159223556518555,1,195,1.215067982673645,,,
629,13,195,1,180,1.2016505002975464,0,181,1.169148325920105,1,180,1.2016505002975464,,,
629,14,180,1,315,1.2008291482925415,0,316,1.1994019746780396,1,315,1.2008291482925415,,,
629,15,315,1,185,1.2044610977172852,0,184,1.1692487001419067,1,185,1.2044610977172852,,,
629,16,185,1,179,1.1675657033920288,0,178,1.1577123403549194,1,179,1.1675657033920288,,,
629,17,179,2,418,1.4941293001174927,0,417,1.5391100645065308,1,416,1.6178245544433594,2,418,1.4941293001174927
629,18,418,1,251,1.2035101652145386,0,252,1.2175838947296143,1,251,1.2035101652145386,,,
629,19,251,0,163,1.1656825542449951,0,163,1.1656825542449951,1,164,1.2216393947601318,,,
629,20,163,0,258,1.1565067768096924,0,258,1.1565067768096924,1,259,1.2689317464828491,,,
630,0,367,1,400,1.1672334671020508,0,399,1.1445326805114746,1,400,1.1672334671020508,,,
630,1,400,1,287,1.243755817,0,286,1.1870601177215576,1,287,1.243755817,,,
630,2,287,0,200,0.7554373145103455,0,200,0.7554373145103455,,,,,,
630,3,200,1,208,1.1841496229171753,0,209,1.1409302949905396,1,208,1.1841496229171753,,,
630,4,208,1,145,1.2036027908325195,0,144,1.1477792263031006,1,145,1.2036027908325195,,,
630,5,145,1,146,1.2001473903656006,0,147,1.1025253534317017,1,146,1.2001473903656006,,,
630,6,146,0,148,0.7567694783210754,0,148,0.7567694783210754,,,,,,
630,7,148,0,227,0.7540479898452759,0,227,0.7540479898452759,,,,,,
630,8,227,2,151,1.4701542854309082,0,149,1.4421647787094116,1,150,1.4971117973327637,2,151,1.4701542854309082
630,9,151,0,152,0.7543675899505615,0,152,0.7543675899505615,,,,,,
630,10,152,0,153,1.0884602069854736,0,153,1.0884602069854736,1,154,1.1796406507492065,,,
630,11,153,0,155,1.149926781654358,0,155,1.149926781654358,1,156,1.2816364765167236,,,
630,12,155,0,163,1.1781491041183472,0,163,1.1781491041183472,1,164,1.2351709604263306,,,
630,13,163,0,258,1.1565067768096924,0,258,1.1565067768096924,1,259,1.2689317464828491,,,
631,0,367,1,400,1.1672334671020508,0,399,1.1445326805114746,1,400,1.1672334671020508,,,
631,1,400,1,287,1.243755817,0,286,1.1870601177215576,1,287,1.243755817,,,
631,2,287,0,200,0.7554373145103455,0,200,0.7554373145103455,,,,,,
631,3,200,1,208,1.1841496229171753,0,209,1.1409302949905396,1,208,1.1841496229171753,,,
631,4,208,1,145,1.2036027908325195,0,144,1.1477792263031006,1,145,1.2036027908325195,,,
631,5,145,1,146,1.2001473903656006,0,147,1.1025253534317017,1,146,1.2001473903656006,,,
631,6,146,0,148,0.7567694783210754,0,148,0.7567694783210754,,,,,,
631,7,148,0,227,0.7540479898452759,0,227,0.7540479898452759,,,,,,
631,8,227,2,151,1.4701542854309082,0,149,1.4421647787094116,1,150,1.4971117973327637,2,151,1.4701542854309082
631,9,151,0,152,0.7543675899505615,0,152,0.7543675899505615,,,,,,
631,10,152,0,153,1.0884602069854736,0,153,1.0884602069854736,1,154,1.1796406507492065,,,
631,11,153,0,155,1.149926781654358,0,155,1.149926781654358,1,156,1.2816364765167236,,,
631,12,155,0,163,1.1781491041183472,0,163,1.1781491041183472,1,164,1.2351709604263306,,,
631,13,163,0,258,1.1565067768096924,0,258,1.1565067768096924,1,259,1.2689317464828491,,,
632,0,395,0,7,1.1502060890197754,0,7,1.1502060890197754,1,6,1.255432129,,,
632,1,7,0,340,0.7511733770370483,0,340,0.7511733770370483,,,,,,
632,2,340,0,27,0.7552236318588257,0,27,0.7552236318588257,,,,,,
632,3,27,0,72,1.1539589166641235,0,72,1.1539589166641235,1,70,1.2341952323913574,,,
632,4,72,0,409,0.75228405,0,409,0.75228405,,,,,,
632,5,409,1,366,1.2745918035507202,0,365,1.2435107231140137,1,366,1.2745918035507202,,,
632,6,366,1,351,1.2162165641784668,0,350,1.1341125965118408,1,351,1.2162165641784668,,,
632,7,351,2,248,1.4485887289047241,0,247,1.3746469020843506,1,249,1.429913878440857,2,248,1.4485887289047241
632,8,248,1,30,1.2005388736724854,0,31,1.1705811023712158,1,30,1.2005388736724854,,,
632,9,30,1,236,1.1410304307937622,0,237,1.1427996158599854,1,236,1.1410304307937622,,,
632,10,236,1,376,1.1985499858856201,0,375,1.159295678138733,1,376,1.1985499858856201,,,
632,11,376,0,231,0.7589880228042603,0,231,0.7589880228042603,,,,,,
632,12,231,1,198,1.1939879655838013,0,199,1.2005772590637207,1,198,1.1939879655838013,,,
632,13,198,1,196,1.1904098987579346,0,197,1.2226296663284302,1,196,1.1904098987579346,,,
632,14,196,1,195,1.215067982673645,0,194,1.2159223556518555,1,195,1.215067982673645,,,
632,15,195,1,180,1.2016505002975464,0,181,1.169148325920105,1,180,1.2016505002975464,,,
632,16,180,1,315,1.2008291482925415,0,316,1.1994019746780396,1,315,1.2008291482925415,,,
632,17,315,1,185,1.2044610977172852,0,184,1.1692487001419067,1,185,1.2044610977172852,,,
632,18,185,1,179,1.1675657033920288,0,178,1.1577123403549194,1,179,1.1675657033920288,,,
