Next State,Real Reward
0,1.2082570890585582
1,1.0913974213045696
2,0.8026292522748312
4,0.7609279319248369
6,1.256645591172436
7,1.155766320389893
8,1.201931357383728
9,1.1965675354003906
11,1.1589008569717407
13,1.1752736568450926
19,1.1718027255677261
20,1.1543949695884204
21,1.1900271649630565
22,1.1406982473042457
23,0.7413795414649935
24,1.144774409868249
25,1.2068710327148438
26,0.7511377334594727
27,0.8498867464162124
30,1.2003925737226917
31,1.1605886426465266
32,1.1854591012001037
33,1.1583504719944646
34,0.7596277483033316
35,1.1638606389363606
36,1.1974065800507863
37,1.1934894323349
38,1.1442768248644741
39,1.1828425923983257
40,1.1600620155186616
41,1.1527545975475777
42,1.2118974384007215
43,1.4113811254665363
44,1.1245037118593852
45,1.2013506430845995
46,1.546232309452323
47,1.1640890454337527
48,1.3777369599450717
49,1.1628011337761741
50,1.1587305478988938
51,0.8041700593706674
52,1.2550387608377558
55,0.7559546678203812
56,1.2013163566589355
57,1.1449029445648193
65,1.197126865386963
67,1.1397563108691462
70,1.201483964920044
71,1.139094352722168
72,1.1522615295372263
73,0.751036105470518
74,1.2005828619003298
75,1.1586590161723036
77,1.4810862895475276
78,1.4482877826690674
79,0.7540542573488995
80,1.1466948197427733
81,1.1528708231720681
82,1.101267695426941
83,1.1951900565764852
84,1.2293851375579834
85,1.189654540587912
88,1.1981459856033325
89,1.1381754754061366
90,1.0666557359695434
91,1.1840086777131635
94,1.1038820266723632
95,1.2024866819381714
105,1.2143090963363647
106,1.1163630485534668
108,1.148036241531372
112,1.150780200958252
114,1.1458640098571775
116,1.1506523489993166
117,0.7627614754744735
118,1.156182050704956
124,1.1479997840420952
127,0.7552239976087619
131,1.2040340900421145
132,1.184954360127449
134,0.7675280792344805
135,1.2093385457992554
143,0.7678533494472504
144,1.1452836990356443
145,1.204285421934657
146,1.202786204787348
147,1.110081434249878
148,0.7593788661454853
150,1.4965893541063582
151,1.4697166820877205
152,0.7565842074868414
153,1.1006879032926355
154,1.186642955697101
155,1.149118955930074
156,1.2211235699382612
157,1.1576087901086518
159,0.7507344125384126
160,1.1555105447769165
162,0.7429541945457458
163,1.1688711941242218
164,1.2064925551414492
165,1.1980823278427124
166,1.198201083967627
167,0.7582879876563562
168,0.762460435892207
169,1.2049243470835285
171,0.7519392371177673
172,0.7031556367874146
173,1.2075455784797668
174,1.2049948003265885
176,0.731845485426942
177,0.7882816221925371
178,1.1637776046991346
179,1.1737898398641282
180,1.202116385167065
181,1.1724515034227956
182,1.248889684677124
183,1.1260747080263884
184,1.1798008632659913
185,1.204393180009956
186,1.199392821107592
187,1.1730298201243083
188,1.133109986782074
189,1.1525851482907759
190,1.2125609866197702
191,0.8746980031331381
193,1.1553630374726795
195,1.211955247800452
196,1.1889819200262266
197,1.213127851486206
198,1.1931593858060383
199,1.1942625045776367
200,0.7661701184464004
202,1.2006171834185733
203,1.1832618340849876
208,1.1875204341582615
210,1.2495792309443157
211,0.7433415622886713
213,1.2211162000744198
214,1.1391863051582787
216,0.7486743330955505
221,0.7584736347198486
222,1.1427988012631733
223,1.2073266765345698
226,1.1718758344650269
227,0.7564729136374635
231,0.7592637595821315
232,1.1344841718673706
233,1.1831432152303805
234,1.2114680879793989
235,1.1599099804147552
236,1.1413548590238223
237,1.1621267951948544
238,1.1666512787342074
239,1.1548135483149187
240,1.1459819078445435
241,1.1596717520277628
242,0.7447768449783325
244,1.129976789156596
245,1.1994702604969152
246,1.168353907247908
248,1.4483471576585742
249,1.4999122619628906
250,0.7413974434554794
251,1.2032323347783722
252,1.1813464056361804
253,0.725009024143219
257,1.1449501514434814
258,1.156909207503001
260,0.706067681
261,0.756649375
262,1.2018665075302124
264,1.1666152477264404
265,1.2120797634124756
267,1.1979076770635755
268,0.7521315217018127
269,1.1595515012741089
270,1.209270715713501
271,1.1490846872329712
272,1.189749240875244
