Next State,Reward
0.0,1.2071582189458885
1.0,1.0901922500446237
2.0,0.8026292522748312
4.0,0.7609279319248369
6.0,1.2556525749053133
7.0,1.154165249930536
8.0,1.2200394506039827
9.0,1.1965675354003906
10.0,1.2122879028320312
11.0,1.1589008569717407
12.0,1.2502996921539309
13.0,1.1752736568450926
14.0,1.1744984388351438
19.0,1.1695604623361084
20.0,1.1606763864229162
21.0,1.184510976076126
22.0,1.142117569990018
23.0,0.7413795414649935
24.0,1.1449836113091831
25.0,1.1628008218404884
26.0,0.9895126567946539
27.0,0.8498867464162124
30.0,1.1965811397408295
31.0,1.1648498904486861
32.0,1.1830916441571668
33.0,1.1587037342630477
34.0,0.7596277483033316
35.0,1.1930513620952838
36.0,1.189902369181315
37.0,1.2134240099361964
38.0,1.1390472054481506
39.0,1.177189115349573
40.0,1.1603165816411414
41.0,1.3499802583601417
42.0,1.2254313153505954
43.0,1.2014936247843069
44.0,1.1200763974526915
45.0,1.2000743247041799
46.0,1.5375507805082533
47.0,1.287913320392918
48.0,1.2709465836656504
49.0,1.1420761052367212
50.0,1.162901006156592
51.0,0.8041700593706674
52.0,1.2550387608377558
53.0,1.1787375525424355
55.0,0.7559546678203812
56.0,1.1995976841638958
57.0,1.1493826025255767
64.0,1.1073538064956665
65.0,1.197126865386963
66.0,1.1170552395008229
67.0,1.1397563108691462
70.0,1.2198236038083679
71.0,1.139094352722168
72.0,1.153109716410613
73.0,0.751036105470518
74.0,1.187749104373223
75.0,1.158711931346792
76.0,1.4397168306424206
77.0,1.4816965759062781
78.0,1.4365167499356906
79.0,0.7540542573488995
80.0,1.1502570906081109
81.0,1.1549585963345121
82.0,1.1043566365860285
83.0,1.1951937239306205
84.0,1.1746351299118902
85.0,1.1902297968022384
88.0,1.1882948831456606
89.0,1.1414497426301575
90.0,1.0688962976075544
91.0,1.1839446634054185
94.0,1.1042884230613708
95.0,1.2021958947181701
105.0,1.2143090963363647
106.0,1.1163630485534668
107.0,1.1895241737365725
108.0,1.148036241531372
111.0,1.1795579195022583
112.0,1.150780200958252
113.0,1.20050311088562
114.0,1.1458640098571775
115.0,1.2336602091789246
116.0,1.1506523489993166
117.0,0.7627614754744735
118.0,1.156182050704956
119.0,1.1794906525776303
123.0,1.2543040637312264
124.0,1.1479997840420952
127.0,0.7552239976087619
130.0,1.1703269481658936
131.0,1.2040340900421145
132.0,1.184954360127449
133.0,1.194654118269682
134.0,0.7675280792344805
135.0,1.2093385457992554
136.0,1.1624246835708618
143.0,0.7678533494472504
144.0,1.1503919563407459
145.0,1.2043338165978381
146.0,1.2029520666095572
147.0,1.104691761313309
148.0,0.7593788661454853
149.0,1.4368996535174061
150.0,1.4949298532385575
151.0,1.4696681839031571
152.0,0.7565842074868414
153.0,1.1033037838376598
154.0,1.1825088361899059
155.0,1.1255274395742496
156.0,1.2256761527765652
157.0,1.1576087901086518
158.0,1.1787581487146086
159.0,0.7507344125384126
160.0,1.1555105447769165
161.0,1.2656655311584473
162.0,0.7429541945457458
163.0,1.1710782625909792
164.0,1.207421932426201
165.0,1.2119620274443652
166.0,1.1981676604499547
167.0,0.7582879876563562
168.0,0.762460435892207
169.0,1.2049243470835285
170.0,1.1314425005300626
171.0,0.7519392371177673
172.0,0.7031556367874146
173.0,1.2134154678686806
174.0,1.2052200825318047
176.0,0.731845485426942
177.0,0.7882816221925371
178.0,1.168378152468634
179.0,1.1740242667827177
180.0,1.2027616092606086
181.0,1.1731318575995309
182.0,1.2408978033187257
183.0,1.1272087860107423
184.0,1.1753869129421923
185.0,1.2047282917038775
186.0,1.1988869134117575
187.0,1.1862288362839644
188.0,1.1491539290705124
189.0,1.1530496813196993
190.0,1.2125633399614575
191.0,1.101815577645042
192.0,1.2596961543673562
193.0,1.1553630374726795
194.0,1.2101645543220196
195.0,1.211955247800452
196.0,1.18898848372957
197.0,1.2158254613047061
198.0,1.1933391136124967
199.0,1.1983596469397029
200.0,0.7661701184464004
201.0,1.1612764305430405
202.0,1.2006171834185733
203.0,1.1832618340849876
204.0,1.2084821164608002
208.0,1.1875204341582615
209.0,1.1290319716248265
210.0,1.2480844259262085
211.0,0.7587615908213456
213.0,1.2372624670498924
214.0,1.1307291868256362
216.0,0.7486743330955505
221.0,0.7584736347198486
222.0,1.144879320920524
223.0,1.2033186362961592
224.0,1.109035849571228
226.0,1.1718758344650269
227.0,0.7564729136374635
231.0,0.7592637595821315
232.0,1.128776059587403
233.0,1.1831438116415833
234.0,1.2089424310689272
235.0,1.1631082445299066
236.0,1.141690417273212
237.0,1.1565839361148462
238.0,1.1529071415180265
239.0,1.155028406244058
240.0,1.1439586883637962
241.0,1.1644969736657491
242.0,0.7447768449783325
243.0,1.183938980102539
244.0,1.129976789156596
245.0,1.2070899064797038
246.0,1.1728607814969094
247.0,1.386458267312531
248.0,1.449486030900738
249.0,1.4390423664259255
250.0,0.7413974434554794
251.0,1.2025234358651298
252.0,1.2182503734316146
253.0,0.725009024143219
256.0,1.2133262157440186
257.0,1.1449501514434814
258.0,1.156909207503001
259.0,1.2659889658292134
260.0,0.706067681
261.0,0.756649375
262.0,1.2018665075302124
263.0,1.151281476020813
264.0,1.142806043624878
265.0,1.2145496702194214
266.0,1.1534226490901067
267.0,1.1979076770635755
268.0,0.7521315217018127
269.0,1.1342218518257141
270.0,1.229519546031952
271.0,1.1539261937141418
272.0,1.1977221965789795
273.0,1.141577261617814
274.0,1.2517441565963043
275.0,1.1177143299497148
276.0,1.2003340506338858
277.0,1.2547976970672607
278.0,1.1486897349357605
279.0,1.1154796008930703
280.0,1.209106183671332
281.0,0.7596633919601232
286.0,1.1860812338224742
287.0,1.2430129583566434
288.0,1.1874502556664603
289.0,1.129203166280474
291.0,0.7520138025283813
294.0,1.1884238968292873
295.0,1.1504508703947067
296.0,1.2246987398932963
297.0,1.214728916392607
298.0,1.1962445974349976
299.0,1.1550761461257937
301.0,1.4423068240208752
302.0,1.5179300333062808
303.0,1.4734702209597577
304.0,1.1232741673787434
305.0,1.2139085133870442
306.0,0.7398155927505914
307.0,1.1213852763175964
308.0,1.2063270211219788
309.0,1.1507256675806947
310.0,1.2047345704617707
313.0,1.1655995527573475
314.0,1.2086294535354805
315.0,1.2000974385498913
316.0,1.1961521219998992
317.0,0.7699995636632995
320.0,0.7501638531684875
324.0,1.2414446884677524
325.0,1.1592793748492287
326.0,0.7926417937520773
329.0,0.7667153027251422
330.0,0.7494562069574991
331.0,0.7791927456855774
333.0,1.1461082913658835
334.0,1.185070731423118
336.0,0.755190909
337.0,1.143787622451782
338.0,1.209017038345337
339.0,0.7598944306373596
340.0,0.7551830541463548
341.0,0.7736108140511946
342.0,1.2245521309985532
344.0,1.1656256608290885
347.0,0.7544571877885576
348.0,1.2003177287422608
349.0,1.1640187836139002
350.0,1.146294483271512
351.0,1.2162530541419982
352.0,1.2062871022657913
353.0,1.1275002631274136
354.0,0.7130602
355.0,0.747454608774981
356.0,1.1891280046574355
357.0,1.1642380837855222
358.0,0.7581771686161548
359.0,1.1364386532757733
360.0,1.219786006051141
361.0,1.2064404334027887
362.0,1.1560640773718394
363.0,1.2090309123800258
364.0,1.2123026835798014
365.0,1.1899796971498824
366.0,1.2223633499596063
369.0,1.1515970700560605
370.0,1.1929997632336058
371.0,1.2499593047534718
372.0,1.1540476714863497
373.0,1.1051119069258373
374.0,1.1798467626369078
375.0,1.165826598610774
376.0,1.1970859693845883
377.0,1.15336241794355
378.0,1.1665829129335354
379.0,1.194450359322059
380.0,1.160512775182724
381.0,1.1125651583508083
382.0,0.7749351311569197
384.0,1.2085339282660381
385.0,1.1532877146570306
386.0,1.2078065872192383
387.0,1.1391187906265259
388.0,1.165956695874532
389.0,1.1988997062047322
391.0,1.1839277029037476
392.0,1.1072948932647706
393.0,0.7577478289604187
394.0,1.199975350323845
395.0,1.155138981108572
397.0,0.7620418892132803
398.0,0.7471086085710602
399.0,1.1421953229992479
400.0,1.171158958364416
402.0,0.7441591024398804
403.0,0.7611773908138275
408.0,1.1966367824511095
409.0,0.8414079773850263
410.0,0.7605878178562436
411.0,1.2005552990095956
412.0,1.1532643565109797
413.0,0.7153868079185486
416.0,1.6071266992974675
417.0,1.5279220036380199
418.0,1.4908597070867846
420.0,1.2638051509857178
421.0,1.1568324565887451
422.0,0.7848778963088989
